id,sig_id,pert_id,pert_iname,pert_desc,cell_id,pert_time,pert_dose,pert_type,is_gold,DrugBank.ID,CAS,CID,Drug_Name,Drug_Description,Drug_Group,Drug_Indication,ATC_Codes,A,B,C,D,G,H,J,L,M,N,P,R,S,V,DrugBank.ID.1,SMILES
324153,LJP001_HS578T_24H:BRD-K49328571-001-06-9:0.08,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",HS578T,24,0.08,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
324973,LJP001_MCF10A_6H:BRD-K49328571-001-06-9:10,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF10A,6,10,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
324975,LJP001_MCF10A_6H:BRD-K49328571-001-06-9:0.4,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF10A,6,0.4,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
324976,LJP001_MCF10A_6H:BRD-K49328571-001-06-9:0.08,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF10A,6,0.08,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
325739,LJP001_MCF10A_24H:BRD-K49328571-001-06-9:10,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF10A,24,10,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
325740,LJP001_MCF10A_24H:BRD-K49328571-001-06-9:2,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF10A,24,2,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
325741,LJP001_MCF10A_24H:BRD-K49328571-001-06-9:0.4,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF10A,24,0.4,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
325742,LJP001_MCF10A_24H:BRD-K49328571-001-06-9:0.08,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF10A,24,0.08,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
326445,LJP001_MCF7_6H:BRD-K49328571-001-06-9:0.4,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF7,6,0.4,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
327394,LJP001_MCF7_24H:BRD-K49328571-001-06-9:2,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF7,24,2,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
327395,LJP001_MCF7_24H:BRD-K49328571-001-06-9:0.4,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF7,24,0.4,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
327396,LJP001_MCF7_24H:BRD-K49328571-001-06-9:0.08,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MCF7,24,0.08,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
328272,LJP001_MDAMB231_6H:BRD-K49328571-001-06-9:10,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MDAMB231,6,10,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
328273,LJP001_MDAMB231_6H:BRD-K49328571-001-06-9:2,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MDAMB231,6,2,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
328274,LJP001_MDAMB231_6H:BRD-K49328571-001-06-9:0.4,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MDAMB231,6,0.4,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
328275,LJP001_MDAMB231_6H:BRD-K49328571-001-06-9:0.08,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MDAMB231,6,0.08,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
328983,LJP001_MDAMB231_24H:BRD-K49328571-001-06-9:10,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MDAMB231,24,10,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
328984,LJP001_MDAMB231_24H:BRD-K49328571-001-06-9:2,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MDAMB231,24,2,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
328985,LJP001_MDAMB231_24H:BRD-K49328571-001-06-9:0.4,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MDAMB231,24,0.4,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
328986,LJP001_MDAMB231_24H:BRD-K49328571-001-06-9:0.08,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",MDAMB231,24,0.08,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
330100,LJP001_SKBR3_6H:BRD-K49328571-001-06-9:10,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",SKBR3,6,10,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
330101,LJP001_SKBR3_6H:BRD-K49328571-001-06-9:2,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",SKBR3,6,2,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
330102,LJP001_SKBR3_6H:BRD-K49328571-001-06-9:0.4,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",SKBR3,6,0.4,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
330103,LJP001_SKBR3_6H:BRD-K49328571-001-06-9:0.08,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",SKBR3,6,0.08,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
330859,LJP001_SKBR3_24H:BRD-K49328571-001-06-9:10,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",SKBR3,24,10,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
330860,LJP001_SKBR3_24H:BRD-K49328571-001-06-9:2,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",SKBR3,24,2,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
330861,LJP001_SKBR3_24H:BRD-K49328571-001-06-9:0.4,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",SKBR3,24,0.4,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
330862,LJP001_SKBR3_24H:BRD-K49328571-001-06-9:0.08,BRD-K49328571,dasatinib,"Dasatinib:BMS-354825, Sprycel, BMS354825",SKBR3,24,0.08,trt_cp,1,DB01254,302962-49-8,3062316,Dasatinib monohydrate,This compound belongs to the class of organic compounds known as n-arylpiperazines. These are organic compounds containing a piperazine ring where the nitrogen ring atom carries an aryl group.,approved;investigational;,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",L01XE06;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB01254,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
54034,CPC012_A375_6H:BRD-K35483542-001-03-1:10,BRD-K35483542,alitretinoin,R4643,A375,6,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
58028,CPC012_ASC_24H:BRD-K35483542-001-03-1:10,BRD-K35483542,alitretinoin,R4643,ASC,24,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
59079,CPC012_HA1E_6H:BRD-K35483542-001-03-1:10,BRD-K35483542,alitretinoin,R4643,HA1E,6,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
62046,CPC012_HT29_6H:BRD-K35483542-001-03-1:10,BRD-K35483542,alitretinoin,R4643,HT29,6,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
63125,CPC012_MCF7_6H:BRD-K35483542-001-03-1:10,BRD-K35483542,alitretinoin,R4643,MCF7,6,10,trt_cp,1,DB00523,1241893,1241893,Alitretinoin,"An important regulator of gene expression during growth and development, and in neoplasms. Tretinoin, also known as retinoic acid and derived from maternal vitamin A, is essential for normal growth; and embryonic development. An excess of tretinoin can be teratogenic. It is used in the treatment of psoriasis; acne vulgaris; and several other skin diseases. It has also been approved for use in promyelocytic leukemia (leukemia, promyelocytic, acute). [PubChem]",approved;investigational;,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,D11AH04;L01XX22;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DB00523,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CC=C3Cl
